,id,name,other_information,permalink,rectype
4,194468,Weissman Seth R,No 13F filings,weissman-seth-r,filer
4,195561,FT 4007,No 13F filings,ft-4007,filer
4,19576,ZAISER WILLIAM,No 13F filings,zaiser-william,filer
4,196599,"PARALLAX CAPITAL FUND, L.P.",No 13F filings,parallax-capital-fund-lp,filer
4,197157,"HEDGEFORUM PENTWATER, LLC",No 13F filings,hedgeforum-pentwater-llc,filer
4,198168,EMERALD ESTOCK LLC,No 13F filings,emerald-estock-llc,filer
4,1988,NEUBERGER BERMAN LLC,Last 13F Filed on 2009-03-31,neuberger-berman-llc,filer
4,202682,PETERSON NANCY P.,No 13F filings,peterson-nancy-p,filer
4,202885,GLYNN GARY A,No 13F filings,glynn-gary-a,filer
4,206840,STARBOARD LEADERS FUND LP,No 13F filings,starboard-leaders-fund-lp,filer
4,2108,"OPUS CAPITAL GROUP, LLC",Last 13F Filed on 2015-09-30,opus-capital-management-inc,filer
4,216259,ARCHVIEW CREDIT OPPORTUNITIES FUND I L.P.,No 13F filings,archview-credit-opportunities-fund-i-lp,filer
4,217179,HYUNDAI SYSCOMM CORP,No 13F filings,hyundai-syscomm-corp,filer
4,2176,PASSPORT MANAGEMENT LLC,Last 13F Filed on 2011-09-30,passport-management-llc,filer
4,217765,MERION CAPITAL II LP,No 13F filings,merion-capital-ii-lp,filer
4,217921,EUROTRUST A,No 13F filings,eurotrust-as,filer
4,219732,PHOENIX INVESTMENT ADVISER LLC,Last 13F Filed on 2015-09-30,phoenix-investment-adviser-llc,filer
4,230275,"SPECIALIZED EDUCATION HOLDINGS, INC.",No 13F filings,specialized-education-holdings-inc,filer
4,230869,INVESTCORP WMG ASIA FUND LTD,No 13F filings,investcorp-wmg-asia-fund-ltd,filer
4,231084,ATO GOTHAM LLC,No 13F filings,ato-gotham-llc,filer
4,232411,POTHOLES RESERVOIR GOLF RESORT,No 13F filings,potholes-reservoir-golf-resort,filer
4,233152,ROTELLA ORION FUND LTD,No 13F filings,rotella-orion-fund-ltd,filer
4,234160,"MAGNOLIA TC 2, LLC",No 13F filings,magnolia-tc-2-llc,filer
4,234629,SKYBRIDGE TECHNOLOGY GROUP INC.,No 13F filings,skybridge-technology-group-inc,filer
4,24136,STEPAN F QUINN,No 13F filings,stepan-f-quinn,filer
4,246587,"PANORAMA EDUCATION, INC.",No 13F filings,panorama-education-inc,filer
4,248338,"CROSSLINK BAYVIEW VII, LLC",No 13F filings,crosslink-bayview-vii-llc,filer
4,248815,PROSIRIS GLOBAL OPPORTUNITIES INSTITUTIONAL FUND LTD,No 13F filings,prosiris-global-opportunities-institutional-fund-ltd,filer
4,249427,CAPULA EUROPEAN SPECIAL SITUATIONS FUND (DELAWARE) (USD) L.P.,No 13F filings,capula-european-special-situations-fund-delaware-usd-lp,filer
4,251156,GLENVIEW EQUITIES LLC,No 13F filings,glenview-equities-llc,filer
4,2536,SANBORN KILCOLLIN PARTNERS LLC,Last 13F Filed on 2014-09-30,sanborn-kilcollin-partners-llc,filer
4,258415,PIPER PATRICK E.,No 13F filings,piper-patrick-e,filer
4,2591,Strategic Hotels Resorts Inc ,BEE ,bee,stock
4,259407,GLENHILL LONG FUND LTD.,No 13F filings,glenhill-long-fund-ltd,filer
4,259519,"BOWERY OPPORTUNISTIC CREDIT, L.P.",No 13F filings,bowery-opportunistic-credit-lp,filer
4,261315,YORK JEFFREY D.,No 13F filings,york-jeffrey-d,filer
4,26641,LANDMARK LAND CO INC,No 13F filings,landmark-land-co-inc-de,filer
4,268971,NINE TEN PARTNERS LP,Last 13F Filed on 2014-12-31,nine-ten-partners-lp,filer
4,269774,"MUIRFIELD VALUE PARTNERS, LP/PORTFOLIO B",No 13F filings,muirfield-value-partners-lpportfolio-b,filer
4,277950,"ALCENTRA NY, LLC",No 13F filings,alcentra-ny-llc,filer
4,283576,"MIDOCEAN US ADVISOR, L.P.",No 13F filings,midocean-us-advisor-lp,filer
4,284296,MERCHANTS BANCORP,No 13F filings,merchants-bancorp-2,filer
4,2847,TACONIC CAPITAL MANAGEMENT LLC,Last 13F Filed on 2006-12-31,taconic-capital-management-llc,filer
4,288188,ORCHARD JAMES C,No 13F filings,orchard-james-c,filer
4,2911,TIGER GLOBAL MANAGEMENT LLC,Last 13F Filed on 2015-09-30,tiger-global-management-llc,filer
4,292824,"JCR COMMERCIAL REAL ESTATE FINANCE FUND IIIB(Q), L.P.",No 13F filings,jcr-commercial-real-estate-finance-fund-iiibq-lp,filer
4,293335,"MUDRICK DISTRESSED ENERGY COMPANY -INVESTMENT FEEDER, LTD.",No 13F filings,mudrick-distressed-energy-co-investment-feeder-ltd,filer
4,296033,ORBIS FINANCIAL LTD,Last 13F Filed on 2015-09-30,orbis-financial-ltd,filer
4,309346,"ICQ INVESTMENTS V2, LP",No 13F filings,icq-investments-v2-lp,filer
4,310781,WESTERN KEITH A,No 13F filings,western-keith-a,filer
4,313527,"ECOR1 SPECIAL OPPORTUNITY FUND II, L.P.",No 13F filings,ecor1-special-opportunity-fund-ii-lp,filer
4,3138,WELLINGTON MANAGEMENT GROUP LLP,Last 13F Filed on 2015-09-30,wellington-management-co-llp,filer
4,3161,WESTPORT ADVISERS LLC,Last 13F Filed on 2015-09-30,westport-advisers-llc,filer
4,35814,Hutchins Daniel F,No 13F filings,hutchins-daniel-f,filer
4,36254,LINDEN JEFFREY L,No 13F filings,linden-jeffrey-l,filer
4,36795,HENDERSON JOHN T,No 13F filings,henderson-john-t,filer
4,3729,Tweeter Home Entertainment Group Inc,THEGQ ,twtrq,stock
4,37334,"AVENUE INVESTMENTS, L.P.",No 13F filings,avenue-investments-lp,filer
4,38422,SPRINGSTEEL STEVEN R,No 13F filings,springsteel-steven-r,filer
4,38606,GOLDMAN MICHAEL,No 13F filings,goldman-michael,filer
4,41129,FORMULA SYSTEMS (1985) LTD,No 13F filings,formula-systems-1985-ltd,filer
4,4151,Napier Katherine S,No 13F filings,napier-katherine-s,filer
4,50278,Virtus Index I,HIDIX ,hidix,stock
4,53266,DUNNING RICHARD,No 13F filings,dunning-richard,filer
4,53429,Beach Walter T,No 13F filings,beach-walter-t,filer
4,5472,Phase Forward Inc,PFWD ,pfwd,stock
4,57531,RUTH COREY K,No 13F filings,ruth-corey-k,filer
4,62293,GLAZER BRYAN G,No 13F filings,glazer-bryan-g,filer
4,62439,HAINEY ALAN L,No 13F filings,hainey-alan-l,filer
4,6283,American Independence Corp ,AMIC ,amic,stock
4,64419,ASIARIM CORP,No 13F filings,asiarim-corp,filer
4,67655,Byrne Samuel T,No 13F filings,byrne-samuel-t,filer
4,68766,LUFKIN STEVEN,No 13F filings,lufkin-steven,filer
4,69407,VARNER CHILTON D,No 13F filings,varner-chilton-d,filer
4,69724,CARLSON JANICE G,No 13F filings,carlson-janice-g,filer
4,69815,CBRE REALTY FINANCE,CRTYZ.OB ,crtyz-ob,stock
4,69950,"COMMONWEALTH EQUITY SERVICES, INC",Last 13F Filed on 2015-09-30,commonwealth-equity-services-llp,filer
4,70268,"BOSTON PROVIDENT, L.P.",Last 13F Filed on 2015-09-30,boston-provident-l-p,filer
4,7326,Limco-Piedmont Inc,LIMC ,limc,stock
4,73305,Highbridge Statistical Mkt Neutral A,HSKAX ,hskax,stock
4,78954,RAMIUS IDF LLC,No 13F filings,ramius-idf-llc,filer
4,79437,Globe Specialty Metals Inc,GSM ,gsm,stock
4,79839,"CQS (US), LLC",No 13F filings,cqs-us-llc,filer
4,81227,TILDEN ASSOCIATES INC,No 13F filings,tilden-associates-inc,filer
4,81358,HARRIS PARKER,No 13F filings,harris-parker,filer
4,81531,BLACKROCK EUROFUND,No 13F filings,blackrock-eurofund,filer
4,8165,PIMCO Municipal Income Fund,PMF ,pmf,stock
4,8194,Short S P 500 Proshares,SH ,sh,stock
4,84344,TALISMAN ENERGY INC,No 13F filings,talisman-energy-inc,filer
4,8544,MONROE BANCORP,No 13F filings,monroe-bancorp,filer
4,85864,Converted Organics Inc,COINU ,coinu,stock
4,86216,Chesapeake Lodging Trust,CHSP ,chsp,stock
4,88250,GRATIA PLENA SELECT PARTNERS LP,No 13F filings,gratia-plena-select-partners-lp,filer
4,88360,LAWSON,LWSOF ,lwsof,stock
4,8868,Templeton Foreign A,TEMFX ,temfx,stock
4,90597,CAIRN GLOBAL FUNDS PLC,No 13F filings,cairn-global-funds-plc,filer
4,96886,MASTERCARD FOUNDATION,No 13F filings,mastercard-foundation,filer
4,97673,"GREATESST, LLC",No 13F filings,greatesst-llc,filer
4,98811,PAULSON VIKKI,No 13F filings,paulson-vikki,filer
4,99103,"ALPHAONE ESSENTIALS GLOBAL FUND, LP",No 13F filings,alphaone-essentials-global-fund-lp,filer
4,99268,OLSON ALDEN,No 13F filings,olson-alden,filer
4,99414,CALYPSO MEDICAL TECHNOLOGIES INC,No 13F filings,calypso-medical-technologies-inc,filer
5,100299,"INDEPENDENCE REALTY TRUST, INC",No 13F filings,empire-american-realty-trust-inc,filer
5,101387,PAULSON ROBERT D,No 13F filings,paulson-robert-d,filer
5,101618,BERGEN JOHN D,No 13F filings,bergen-john-d,filer
5,104077,COMMONWEALTH BANK OF AUSTRALIA,Last 13F Filed on 2015-09-30,commonwealth-bank-of-australia,filer
5,104378,PASSPORT RESEARCH LTD,No 13F filings,passport-research-ltd,filer
5,105,Brookfield Office Properties Inc,BPO ,bpo,stock
5,106237,TWINSTRATA INC,No 13F filings,twinstrata-inc,filer
5,106576,"DIALECTIC OFFSHORE L2, LTD.",No 13F filings,dialectic-offshore-l2-ltd,filer
5,107307,Montana Mills Bread Co Inc Warrant,MMX-W ,mmx-w-delisted,stock
5,108317,TREMBLANT SELECT LP,No 13F filings,tremblant-select-lp,filer
5,108399,EGGERS JANA,No 13F filings,eggers-jana,filer
5,109666,"CANDLEWOOD SECURITIES, LLC",No 13F filings,candlewood-securities-llc,filer
5,109725,"CBRE CLARION GLOBAL, LP",No 13F filings,ing-clarion-global-lp,filer
5,111582,ZWEIG DIMENNA NATURAL RESOURCES LTD,No 13F filings,zweig-dimenna-natural-resources-ltd,filer
5,112204,Phoenix New Media,FENG ,feng,stock
5,113548,"WATERSHED CAPITAL PARTNERS (OFFSHORE), LTD.",No 13F filings,watershed-capital-partners-offshore-ltd,filer
5,114665,"ORCHARD SECURITIES, LLC",No 13F filings,orchard-securities-llc,filer
5,115641,POLYGON RECOVERY FUND L.P.,No 13F filings,polygon-recovery-fund-l-p,filer
5,116502,"ORBIMED PARTNERS, L.P.",No 13F filings,caduceus-capital-l-p,filer
5,116784,"STARWOOD CAPITAL, L.L.C.",No 13F filings,starwood-capital-l-l-c,filer
5,117804,EJF OPPORTUNITY FUND L.P.,No 13F filings,ejf-opportunity-fund-l-p,filer
5,119424,"WELLINGTON SHIELDS & COMPANY ., LLC",Last 13F Filed on 2015-09-30,wellington-shields-amp-co-llc,filer
5,119699,"SYSTEMATIZED BENEFITS ADMINISTRATORS, INC.",No 13F filings,systematized-benefits-administrators-inc,filer
5,120392,"ALCHEMY STRUCTURED INVESTMENTS, INC.",No 13F filings,alchemy-structured-investments-inc,filer
5,120832,"Gotham Capital Holdings, Inc.",No 13F filings,creative-beauty-supply-of-new-jersey-corp,filer
5,120879,ENCE ENERGIA Y CELULOSA SA,GEMCF ,gemcf,stock
5,123391,TILDEN ASSOCIATES IN,TLDN ,tldn-2,stock
5,124140,"MERION BUILDING MANAGEMENT, INC.",No 13F filings,merion-building-management-inc,filer
5,124960,"MUIRFIELD OFFSHORE FUND SPC, LTD.",No 13F filings,muirfield-offshore-fund-spc-ltd,filer
5,128829,JHL CAPITAL GROUP FUND LLC,No 13F filings,jhl-capital-group-fund-llc,filer
5,128989,PIMCO Dynamic Income Fund,PDI ,pdi,stock
5,130851,KLONDIKE SILVER CORP,KLSVF.PK ,klsvf-2,stock
5,133569,LI-ION MOTORS CORP COMMON STOCK,LIMO ,limo,stock
5,133927,LCTI LOW CARBON TECHNOLOGIES INTL,LWCTF ,lwctf,stock
5,134468,FORTRESS CREDIT CO LLC,No 13F filings,fortress-credit-co-llc,filer
5,144334,"WOLVERINE INVESTORS, LLC",No 13F filings,wolverine-investors-llc,filer
5,144920,"ZAIS OPPORTUNITY FUND, LTD.",No 13F filings,zais-opportunity-fund-ltd,filer
5,145645,DYAL 892 INVESTORS LP,No 13F filings,dyal-892-investors-lp,filer
5,149200,FULCRUM BIOENERGY INC,No 13F filings,fulcrum-bioenergy-inc,filer
5,14957,PETERS LAUREN B,No 13F filings,peters-lauren-b,filer
5,150099,SCOPIA LONG LLC,No 13F filings,scopia-long-llc,filer
5,152073,"HALCYON CABOT PARTNERS, LTD.",No 13F filings,halcyon-cabot-partners-ltd,filer
5,153277,"HEDGEFORUM VISIUM, LTD.",No 13F filings,hedgeforum-visium-ltd,filer
5,153600,THE IMAGING CENTER INC CL-B NON-VTG,TIGC ,tigc,stock
5,156329,QUINN ANTHONY,No 13F filings,quinn-anthony,filer
5,156528,PILLAR INVEST CORP,No 13F filings,pillar-invest-corp,filer
5,157164,"CELLO-FOIL PRODUCTS, INC.",No 13F filings,cello-foil-products-inc,filer
5,157921,Converted Organics Inc ,COINW ,coinw-2,stock
5,158396,"Roundy's, Inc.",No 13F filings,roundy-s-parent-company-inc,filer
5,15839,GOLUB STEVEN J,No 13F filings,golub-steven-j,filer
5,160145,CUMULUS MEDIA HOLDINGS INC.,No 13F filings,cumulus-media-holdings-inc,filer
5,160190,"MAGNOLIA MEDICAL TECHNOLOGIES, INC.",No 13F filings,magnolia-medical-technologies-inc,filer
5,160996,"CALYPSO QUALIFIED PARTNERS, LP",No 13F filings,calypso-qualified-partners-lp,filer
5,163421,BAHAMAS CONCIERGE INC COM STOCK,BHRGE ,bhrge-2,stock
5,164853,Ws Jp Int Rt Stg,JGBB ,jgbb,stock
5,166283,"TRIANGLE PEAK PARTNERS, LP",Last 13F Filed on 2015-09-30,triangle-peak-partners-lp,filer
5,166872,STRATEGIC CAPITAL GROUP LLC,Last 13F Filed on 2014-06-30,strategic-capital-group-llc,filer
5,168327,PARK ELEKTRIK MADENCILIK SANAYI,PEMSF ,pemsf,stock
5,168890,Monarchy Resource,MONKE ,monke-2,stock
5,169599,Clarion County Community Bank,CCYY ,ccyy,stock
5,169630,GREYWOLF CLO CREDIT FUND I LP,No 13F filings,greywolf-clo-credit-fund-i-lp,filer
5,170038,"MKP PARTNERS OFFSHORE, LTD.",No 13F filings,mkp-master-fund-ltd,filer
5,170231,PHASE II FUND LP,No 13F filings,phase-ii-fund-lp,filer
5,172324,Price Communications Corp ,PCMC ,pcmc,stock
5,174174,YORK ELIOT,No 13F filings,york-eliot,filer
5,174537,"CRESCENDO HOLDINGS IV, LLC",No 13F filings,crescendo-holdings-iv-llc,filer
5,175556,LYXOR/ELLINGTON FUND LTD.,No 13F filings,lyxorellington-fund-ltd,filer
5,176626,AMERICAN HOME ALLIANCE CORP COM,AHLL ,ahll,stock
5,177289,COLUMBIA VALUE AND RESTRUCTURING FD CL R5,CVCRX ,cvcrx,stock
5,177476,Ram Power Corp ,RAMPF ,rampf-2,stock
5,1786,MARATHON ASSET MANAGEMENT LP,Last 13F Filed on 2015-09-30,marathon-asset-management-llc,filer
5,179061,WEISSPAPIR MICHAEL,No 13F filings,weisspapir-michael,filer
5,1797,MARKEL CORP,Last 13F Filed on 2015-09-30,markel-corp,filer
5,181353,Forest Ronald J,No 13F filings,forest-ronald-j,filer
5,183509,Perry David T,No 13F filings,perry-david-t,filer
5,184214,J P MORGAN-CHINA UNICOM EC1509A,17164-HKEX ,17164-hkex,stock
5,185059,"ARROWPOINT LIFE SCIENCE FUND, L.P.",No 13F filings,arrowpoint-life-science-fund-lp,filer
5,187673,V2M LIFE SCIENCES FUND LP,No 13F filings,v2m-life-sciences-fund-lp,filer
5,1877,MERCHANTS GATE CAPITAL LP,Last 13F Filed on 2014-12-31,merchants-gate-capital-lp,filer
5,192852,VECTOR INC ,6058-Tokyo ,6058-tokyo,stock
5,19312,PROVIDENCE SERVICE CORP,No 13F filings,providence-service-corp,filer
5,195178,"ALPHAONE GLOBAL INNOVATIONS FUND, LP",No 13F filings,alphaone-global-innovations-fund-lp,filer
5,196163,FT 4005,No 13F filings,ft-4005,filer
5,196367,"DUETTO RESEARCH, INC.",No 13F filings,duetto-research-inc,filer
5,197937,"JATEM FUND, L.P.",No 13F filings,jatem-fund-lp,filer
5,198951,VARDE PARTNERS LP,No 13F filings,varde-partners-lp,filer
5,199789,Goldman Steven M.,No 13F filings,goldman-steven-m,filer
5,200143,"GUGGENHEIM GLOBAL TRADING, LLC",No 13F filings,guggenheim-global-trading-llc,filer
5,202756,Starboard Value & Opportunity C LP,No 13F filings,starboard-value-amp-opportunity-c-lp,filer
5,204057,"Seer Mortgage Capital, Inc.",No 13F filings,seer-mortgage-capital-inc,filer
5,2043,NORTHERN TRUST CORP,Last 13F Filed on 2015-09-30,northern-trust-corp,filer
5,20457,PALOIAN JOHN,No 13F filings,paloian-john,filer
5,206249,"HILDENE LEVERAGED CREDIT OFFSHORE FUND, LTD.",No 13F filings,hildene-leveraged-credit-offshore-fund-ltd,filer
5,208214,"BOWERY CAPITAL I FRIENDS, L.P.",No 13F filings,bowery-capital-i-friends-lp,filer
5,210445,MULLOY COREY,No 13F filings,mulloy-corey,filer
5,211528,"HEDGEFORUM PENTWATER, LTD.",No 13F filings,hedgeforum-pentwater-ltd,filer
5,215959,EUROSPARK S A,No 13F filings,eurospark-s-a,filer
5,222989,NFIC SPV LLC,No 13F filings,nfic-spv-llc,filer
5,2241,"VIRTUS INVESTMENT ADVISERS, INC.",Last 13F Filed on 2015-09-30,phoenix-investment-counsel-inc,filer
5,224403,"IXTHYS PREMIUM ALPHA, LP",No 13F filings,ixthys-premium-alpha-lp,filer
5,225031,"INVESTCORP HAWKSTONE EUROPE L/S FUND, LTD",No 13F filings,investcorp-hawkstone-europe-ls-fund-ltd,filer
5,225965,TACONIC OFFSHORE FUND LTD.,No 13F filings,taconic-offshore-fund-ltd,filer
5,226511,"CELL RESPONSE FORMULATION, LLC",No 13F filings,cell-response-formulation-llc,filer
5,228716,"ANCHORAGE ANGELS III, LLC",No 13F filings,anchorage-angels-iii-llc,filer
5,232315,"ORBIS HEALTH SOLUTIONS, LLC",No 13F filings,orbis-health-solutions-llc,filer
5,232846,UNIVERSATA INC,No 13F filings,universata-inc,filer
5,233943,"HW ACADIANA INVESTORS, L.P.",No 13F filings,hw-acadiana-investors-lp,filer
5,23,Western Union Co ,WU ,wu,stock
5,243075,SPECIALIZED TECH INC,No 13F filings,specialized-tech-inc,filer
5,244389,BITCOIN INVESTMENT TRUST,No 13F filings,bitcoin-investment-trust,filer
5,244424,CAPULA EUROPEAN SPECIAL SITUATIONS FUND ( COMPANY -INVESTMENT) LP,No 13F filings,capula-european-special-situations-fund-co-investment-lp,filer
5,244551,SOLUS OPPORTUNITIES FUND 2 LP,No 13F filings,solus-opportunities-fund-2-lp,filer
5,247614,BAYVIEW TERRACE LTD,No 13F filings,bayview-terrace-ltd,filer
5,248713,BLACKROCK BREWERS,No 13F filings,blackrock-brewers,filer
5,250509,CIFC TACTICAL INCOME FUND L.P.,No 13F filings,cifc-tactical-income-fund-lp,filer
5,252026,"RESERVOIR RESOURCE PARTNERS, L.P.",No 13F filings,reservoir-resource-partners-lp,filer
5,253551,GRUPO SANBORNS S A B DE C V,No 13F filings,grupo-sanborns-s-a-b-de-c-v,filer
5,255861,"TALISMAN GROUP, L.L.C.",No 13F filings,talisman-group-llc,filer
5,258639,ALCENTRA CAPITAL CORP,No 13F filings,alcentra-capital-corp,filer
5,259406,GLENHILL LONG FUND LP,No 13F filings,glenhill-long-fund-lp,filer
5,2643,Elizabeth Arden Inc,RDEN ,rden,stock
5,265636,PINEDO RAFAEL,No 13F filings,pinedo-rafael,filer
5,26695,"Emerald Oil, Inc.",No 13F filings,wpt-enterprises-inc,filer
5,269107,"SOUTHPAW FUND, L.P.",No 13F filings,southpaw-fund-lp,filer
5,269208,"HEDGEFORUM GLENVIEW, LTD.",No 13F filings,hedgeforum-glenview-ltd,filer
5,274139,MV WATERFALL AG,No 13F filings,mv-waterfall-ag,filer
5,284304,HYUNDAI ABLE INVESTMENT REIT,No 13F filings,hyundai-able-investment-reit,filer
5,284335,SANDLER RICKY C,No 13F filings,sandler-ricky-c,filer
5,287560,GOLDENTREE ASSET MANAGEMENT LLC,No 13F filings,goldentree-asset-management-llc,filer
5,288288,"PARALLAX CAPITAL, L.P.",No 13F filings,parallax-capital-lp,filer
5,289364,NINE MASTS CAPITAL LTD,Last 13F Filed on 2015-09-30,nine-masts-capital-ltd,filer
5,29143,OLDHAM PAUL R,No 13F filings,oldham-paul-r,filer
5,292607,"OMEGA FUND MANAGEMENT, LLC",Last 13F Filed on 2015-09-30,omega-fund-management-us-inc,filer
5,292798,"JCR COMMERCIAL REAL ESTATE FINANCE FUND IIIA, L.P.",No 13F filings,jcr-commercial-real-estate-finance-fund-iiia-lp,filer
5,293543,"SKYBRIDGE OPPORTUNITY FUND, LTD.",No 13F filings,skybridge-opportunity-fund-ltd,filer
5,294594,"MIDOCEAN PARTNERS IV, L.P.",No 13F filings,midocean-partners-iv-lp,filer
5,29540,PARKER W DOUGLAS,No 13F filings,parker-w-douglas,filer
5,296543,"GRATIA CAPITAL CONCENTRATED FUND, L.P.",No 13F filings,gratia-capital-concentrated-fund-lp,filer
5,297518,ARCHVIEW ERISA MASTER FUND LTD.,No 13F filings,archview-erisa-master-fund-ltd,filer
5,300542,GREATHORN INC.,No 13F filings,greathorn-inc,filer
5,30220,LINDEN JOHN,No 13F filings,linden-john,filer
5,306599,WHITEBOX GENERAL PARTNER LLC,No 13F filings,whitebox-general-partner-llc,filer
5,311112,"TRENDFREND, INC.",No 13F filings,trendfrend-inc,filer
5,312446,"MUDRICK DISTRESSED OPPORTUNITY SPECIALTY FUND, L.P.",No 13F filings,mudrick-distressed-opportunity-specialty-fund-lp,filer
5,312934,Stuart Hawthorne,No 13F filings,stuart-hawthorne,filer
5,315881,LIQUID VERTICALS,No 13F filings,liquid-verticals,filer
5,31791,HENDERSON REBECCA M,No 13F filings,henderson-rebecca-m,filer
5,32059,LUFKIN DAN W,No 13F filings,lufkin-dan-w,filer
5,32346,JONES PAUL TUDOR II,No 13F filings,jones-paul-tudor-ii,filer
5,33975,MARSHALL STEVEN A,No 13F filings,marshall-steven-a,filer
5,34063,GLAZER JEFFREY J,No 13F filings,glazer-jeffrey-j,filer
5,36671,OPUS TRADING FUND LLC,Last 13F Filed on 2013-06-30,opus-trading-fund-llc,filer
5,3739,FIRSTENERGY CORP,No 13F filings,firstenergy-corp,filer
5,38544,NAPIER JAMES T,No 13F filings,napier-james-t,filer
5,405,BOSTON FINANCIAL MANGEMENT INC,Last 13F Filed on 2015-09-30,boston-financial-mangement-inc-ma,filer
5,40712,"ROARING FORK CAPITAL SBIC, L.P.",No 13F filings,roaring-fork-capital-sbic-l-p,filer
5,41549,"YORKTOWN AVENUE CAPITAL, LLC",No 13F filings,yorktown-avenue-capital-llc,filer
5,421,Kayne Anderson MLP Investment Co ,KYN ,kyn,stock
5,46873,CHILTON NELLE R,No 13F filings,chilton-nelle-r,filer
5,4931,HAINES TERRY L,No 13F filings,haines-terry-l,filer
5,50148,TIGER MANAGEMENT L.L.C.,Last 13F Filed on 2015-09-30,tiger-management-llc-ny,filer
5,50522,JASPER WILLIAM L,No 13F filings,jasper-william-l,filer
5,52611,CARLSON JENNIE P,No 13F filings,carlson-jennie-p,filer
5,528,CANYON CAPITAL ADVISORS LLC,Last 13F Filed on 2015-09-30,canyon-capital-advisors-llc,filer
5,53827,HUTCHINS KENT J,No 13F filings,hutchins-kent-j,filer
5,5458,MASTEC INC,No 13F filings,mastec-inc,filer
5,55156,JONES GLYNNIS A,No 13F filings,jones-glynnis-a,filer
5,5921,"ASIA8, INC.",No 13F filings,asia8-inc,filer
5,59994,Landmark Land Co Inc,LLND ,llnd,stock
5,6785,Raven Industries Inc,RAVN ,ravn,stock
5,68217,PIPER SCOTT A,No 13F filings,piper-scott-a,filer
5,6845,Golden Star Resources Ltd ,GSS ,gss,stock
5,7184,Gander Mountain Co,GMTA.PK ,gmtn,stock
5,73873,ALDEN GLOBAL CAPITAL LTD,Last 13F Filed on 2015-03-31,alden-global-capital-ltd,filer
5,74000,Fulton Samuel M,No 13F filings,fulton-samuel-m,filer
5,74561,Selected Special Shares D,SLSDX ,slsdx,stock
5,74648,Putnam Voyager A,PVOYX ,pvoyx,stock
5,7502,ProShares Ultra S P 500 ETF,SSO ,sso,stock
5,76139,THERMAL ENERGY STORAGE,THES ,thes,stock
5,78129,MONROE JOANNA S,No 13F filings,monroe-joanna-s,filer
5,7857,Chesapeake Utilities Corp,CPK ,cpk,stock
5,79151,WESTPORT FUTURES FUND L.P.,No 13F filings,westport-jwh-futures-fund-lp,filer
5,79797,CQS ASSET MANAGEMENT LTD,No 13F filings,new-city-investment-managers-ltd,filer
5,82813,PANORAMA SERIES FUND,No 13F filings,panorama-series-fund-inc,filer
5,83131,NEUBERGER BERMAN EQUITY FUNDS,No 13F filings,neuberger-berman-equity-funds,filer
5,83207,Parks! America,PRKA ,prka,stock
5,85995,RAMIUS PRIVATE SELECT LTD,No 13F filings,ramius-private-select-ltd,filer
5,87955,Cairn Energy plc ADR,CRNCY ,crncy,stock
5,91369,HIGHBRIDGE CAPITAL CORP,No 13F filings,highbridge-capital-corp,filer
5,91,ALLIANZ ASSET MANAGEMENT AG,Last 13F Filed on 2015-09-30,allianz-global-investors-of-america-l-p,filer
5,93434,ROTELLA POLARIS FUND LLC,No 13F filings,rotella-polaris-fund-llc,filer
5,93883,HARVEST CAPITAL MANAGEMENT INC,Last 13F Filed on 2015-09-30,harvest-capital-management-inc,filer
5,95549,DUNNE JOHN R,No 13F filings,dunne-john-r,filer
5,96926,"AXONIC CREDIT OPPORTUNITIES OVERSEAS FUND, LTD.",No 13F filings,axonic-credit-opportunities-overseas-fund-ltd,filer
5,97192,SPRINGSTAR INC.,No 13F filings,springstar-inc,filer
5,98558,NOMURA INTERNATIONAL PLC,No 13F filings,nomura-international-plc,filer
5,99010,BEACH BRUCE D,No 13F filings,beach-bruce-d,filer
6,100880,T-C 685 THIRD AVENUE LLC,No 13F filings,t-c-685-third-avenue-llc,filer
6,100993,Gemplus International SA ADS,GEMP ,gemp-delisted,stock
6,1012,FARMERS & MERCHANTS INVESTMENTS INC,Last 13F Filed on 2015-09-30,farmers-merchants-investments-inc,filer
6,10233,CARLSON ALLEN J,No 13F filings,carlson-allen-j,filer
6,103809,"ALPHAONE FUNDAMENTAL MICRO CAP CORE FUND, LP",No 13F filings,alphaone-fundamental-micro-cap-core-fund-lp,filer
6,104414,Royal Appliance Manufacturing,RAM ,ram-delisted,stock
6,105023,TRUST F/B/O LAUDER AERIN & JANE U/A/D 12/15/76 BY ESTEE &JHL,No 13F filings,trust-f-b-o-lauder-aerin-amp-jane-u-a-d-12-15-76-by-estee-amp-jhl,filer
6,105726,TODCO Class A,THE ,the-delisted,stock
6,105806,"VARDE FUND X (C), L.P.",No 13F filings,varde-fund-x-c-l-p,filer
6,1058,FIRST COMMONWEALTH FINANCIAL CORP,Last 13F Filed on 2015-09-30,first-commonwealth-financial-corp-pa,filer
6,106043,Twinlab Corp,TWLB ,twlb-delisted,stock
6,107515,FORTRESS OPERATING ENTITY I LP,No 13F filings,fortress-operating-entity-i-lp,filer
6,107544,"GLENHILL CAPITAL OVERSEAS GP, LTD.",No 13F filings,glenhill-capital-overseas-gp-ltd,filer
6,110161,ACADIAN GLOBAL EQUITY FUND,No 13F filings,acadian-global-equity-fund,filer
6,111769,GSV Capital Corp,GSVC ,gsvc,stock
